LICENSE,DBA,LOCATION.ADDRESS,COUNTY,PHONE,category,sells_liquor,Latitude,Longitude
RB00130,LOS COYOTES,4090 W 5415 S,SALT LAKE,801-968-4455,Restaurant,FALSE,40.65280842100003,-111.98872113199997
RL00626,OSAKA SUSHI JAPANESE RESTAURANT,996 N MAIN ST,TOOELE,435-833-9123,Restaurant,TRUE,40.55044320500008,-112.29810564199994
RE02272,CHEF'S TABLE,2005 S STATE ST,UTAH,801-235-9111,Restaurant,TRUE,40.262840046000065,-111.67830246399996
RE00360,CAFE SILVESTRE (SL-3300 S),3041 E 3300 S,SALT LAKE,801-485-7238,Restaurant,TRUE,40.69988835100003,-111.80700052899999
CL00159,VFW 8307 (LAYTON),1389 N MAIN,DAVIS,801-546-0948,Bar / Club,TRUE,41.080495101000054,-111.98977546999998
RE01440,CAFFE MOLISE,55 W 100 SOUTH,SALT LAKE,801-364-8833,Restaurant,TRUE,40.767152802000055,-111.89308058999995
CL01241,THE CLUB @ HILTON SLC AIRPORT,5151 WILEY POST WAY,SALT LAKE,801-539-1515,Bar / Club,TRUE,40.77361364600006,-112.01457372699997
TV00093,SWEDE TOWN PUB,1461 BECK ST,SALT LAKE,801-355-0534,Bar / Club,TRUE,40.799927154000045,-111.91048926299999
BC00077,HOTEL PARK CITY,2001 PARK AVE,SUMMIT,435-940-5000,Other,FALSE,40.66234403900006,-111.512514652
BE02338,SKY MOUNTAIN GOLF COURSE,1030 N 2600 W,WASHINGTON,435-635-7888,Banquet / Event,FALSE,37.19066363200005,-113.33810651299996
TV00050,CROWN ENTERTAINMENT,1295 S STATE ST,DAVIS,801-776-9767,Bar / Club,TRUE,41.09514805900005,-112.00699723199995
RL00584,LODGE @ BRYCE CANYON/VALHALLA PIZZERIA,#1 CYN LODGE HWY 63,GARFIELD,435-834-8700,Restaurant,TRUE,37.66289629700003,-112.15985716699998
RL00683,KABUKI JAPANESE STEAKHOUSE,461 N MAIN ST,CACHE,435-535-3119,Restaurant,TRUE,41.74023174900003,-111.83477743399999
RE01662,RED ROBIN (PROVO) #416,1200 TOWNE CTR BLVD,UTAH,801-852-8093,Restaurant,TRUE,40.21762269100003,-111.66077135699999
RE02122,BONNEVILLE BREWERY RESTAURANT & PUB,1641 N MAIN ST,TOOELE,435-248-0646,Restaurant,TRUE,40.56052874200003,-112.29663240999997
TV00183,ITAME GRILL / READY PIZZA,2704 N HILLFIELD RD,DAVIS,801-556-2565,Bar / Club,TRUE,41.09922871100008,-111.97338051399998
RE01506,FRESCO ITALIAN CAFE,1513 S 1500 E,SALT LAKE,801-486-1300,Restaurant,TRUE,40.736812186000066,-111.84791564699998
BE02213,CORAL CLIFFS GOLF COURSE,755 E FAIRWAY DR,KANE,435-644-5005,Banquet / Event,FALSE,37.043055096000046,-112.51186477899995
RB00106,JAVIER'S CHAPARRITOS (OGDEN),205 W 29TH ST,WEBER,801-393-0955,Restaurant,FALSE,41.21240256200008,-111.98226028799996
RE01909,DINING ROOM,KAYENTA RD,KANE,435-675-3999,Restaurant,TRUE,37.01058760500007,-111.62606203699994
RE02213,COURTYARD BY MARRIOTT (ST GEORGE),185 S 1470 E,WASHINGTON,435-986-0555,Restaurant,TRUE,37.10456167800004,-113.55221891099995
CL00042,EAGLES   67 (SALT LAKE),1104 W 2100 SOUTH,SALT LAKE,801-972-1595,Bar / Club,TRUE,40.72600827600007,-111.92295119099998
RE01727,PAINTED PONY RESTAURANT,2 W ST GEORGE BLVD,WASHINGTON,435-574-6442,Restaurant,TRUE,37.109978555000055,-113.58360015399995
PS00004,DELTA AIR LINES,SLC INT'L AIRPORT,SALT LAKE,801-578-2582,Liquor Store / Manufacturer,TRUE,40.776818354000056,-111.97948729799998
RB00068,DAVANZA'S,690 PARK AVE,SUMMIT,435-649-2222,Restaurant,FALSE,40.64644897800008,-111.49824431199994
RE02131,MARISCOS LAS ISLITAS,3010 W 3500 S,SALT LAKE,801-964-1020,Restaurant,TRUE,40.69673801300007,-111.96388139299995
CL00347,DEFA'S DUDE RANCH,PO BOX 19 41010 W HWY 35,DUCHESNE,435-848-5590,Bar / Club,TRUE,40.404666837000036,-110.76696939899995
RE01605,GUN BARREL STEAK AND GAME HOUSE,1091 N BLUFF,WASHINGTON,435-652-0550,Restaurant,TRUE,37.125976835000074,-113.60106067999999
RE02148,WING NUTZ (DOWNTOWN),6477 RALPH H CIRCLE,SALT LAKE,801-456-4255,Restaurant,TRUE,40.49946390900004,-112.04481421099996
RL00036,BOMBAY HOUSE (PROVO),463 N UNIVERSITY AVE,UTAH,801-373-6677,Restaurant,TRUE,40.23989385200008,-111.65869840999994
RL00921,LUCY'S NEW YORK STYLE PIZZERIA,59 S STATE ST,UTAH,801-802-7777,Restaurant,TRUE,40.296045992000074,-111.69450504199995
BE02589,KOI RECREATION,141 E 200 S,SALT LAKE,801-532-2251,Banquet / Event,FALSE,40.766010891000064,-111.88532458099996
CL01284,CLUB 90,9065 S 150 W,SALT LAKE,801-566-3254,Bar / Club,TRUE,40.58684485900005,-111.88613763999996
CL01259,OFFICE @ HILTON GARDEN INN,1731 S CONVENTION CTR DR,WASHINGTON,435-586-3892,Bar / Club,TRUE,37.07848784500004,-113.58339619999998
TV00222,PELICAN'S PUB,1684 W HWY 40,UINTAH,435-789-4689,Bar / Club,TRUE,40.44163434200004,-109.56192920899997
RB00255,PIZZA HUT (PRICE),212 S HWY 55,CARBON,435-637-6410,Restaurant,FALSE,39.59562236000005,-110.79094170899998
BE02563,DIAMOND CONCESSIONS @ UTAH STATE FAIRPARK,155 N 1000 W,SALT LAKE,801-988-2001,Banquet / Event,FALSE,40.77368047900006,-111.91973632499997
CL01050,TUSCAN,23 E 100 NORTH,CARBON,435-637-4200,Bar / Club,TRUE,39.60103748500006,-110.81094636199998
RE01488,BUCA DI BEPPO (SALT LAKE) #4502,202 W 300 S,SALT LAKE,801-575-6262,Restaurant,TRUE,40.76292853700005,-111.89717118999994
BC00127,GREENWELL INN & CONVENTION CENTER,655 E MAIN,CARBON,435-637-3520,Other,FALSE,39.59957104100005,-110.79876196499998
RL00550,TOASTERS,30 E 300 S,SALT LAKE,801-746-4444,Restaurant,TRUE,40.768642741000065,-111.89973392099995
BE02369,GOLF COURSE @ SAND HOLLOW RESORT,5662 W CLUBHOUSE DR,WASHINGTON,435-656-4653,Banquet / Event,FALSE,37.114139659000045,-113.41212580699994
RE02254,KLUB DEEN'S,161 S PUEBLO ST,SALT LAKE,385-252-1474,Restaurant,TRUE,40.76581039400003,-111.93223397299994
CL00052,EAGLES 3285 (WEST VALLEY CITY),4565 W 3500 S,SALT LAKE,801-968-0851,Bar / Club,TRUE,40.69656286600008,-112.00027045299998
RE02155,VERNAL BREWING COMPANY,55 S 500 E,UINTAH,435-781-2337,Restaurant,TRUE,40.455047679000074,-109.51901012599996
TV00225,HOPPERS GRILL & BREWING COMPANY,890 E FT UNION BLVD,SALT LAKE,801-566-0424,Bar / Club,TRUE,40.62206323800007,-111.86693877199997
RE02083,CAFE SABOR (LOGAN),600 W CTR ST,CACHE,435-752-8088,Restaurant,TRUE,41.731152921000046,-111.81955118199994
RE01422,P.F. CHANG'S CHINA BISTRO (OREM),575 E UNIVERSITY PKWY,UTAH,480-888-3000,Restaurant,TRUE,40.273557907000054,-111.68164955199995
CL00018,BLOOMINGTON COUNTRY CLUB,3174 S BLOOMINGTON DR E,WASHINGTON,435-673-4687,Bar / Club,TRUE,37.05597456300006,-113.60315898599998
RL00378,ROMA RISTORANTE,5468 S 900 E,SALT LAKE,801-268-1017,Restaurant,TRUE,40.65289968400003,-111.86597416399997
RE01848,WILD GRAPE,481 E S TEMPLE,SALT LAKE,801-746-5565,Restaurant,TRUE,40.76937761000005,-111.87720570799996
RL00866,EVA'S BAKERY,155 S MAIN ST,SALT LAKE,801-355-3942,Restaurant,TRUE,40.765730887000075,-111.89096384799996
RL00872,MOKI'S,115 S HWY 276,GARFIELD,435-788-2110,Restaurant,TRUE,37.51800721400008,-110.08778755699996
CL00053,EAGLES 3355 (ROY),5130 S 1700 W,WEBER,801-825-2363,Bar / Club,TRUE,41.182982620000075,-112.02078267899998
RE02201,BISTRO 222,222 S MAIN ST,SALT LAKE,801-456-0347,Restaurant,TRUE,40.76451323600003,-111.89121867999995
PS00006,AMTRAK,UNION PACIFIC DEPOT (400 W 100 S),SALT LAKE,202-906-3346,Liquor Store / Manufacturer,TRUE,400 W 100 S SALT LAKE CITY UT 84101,NA
RL00325,CLIFFSTONE,2900 W HWY 24,WAYNE,435-425-3322,Restaurant,TRUE,38.30555121900005,-111.49173573799999
RE02095,WASATCH BROILER & GRILL (MIDVALE),7662 UNION PARK AVE,SALT LAKE,801-255-9800,Restaurant,TRUE,40.611963209000066,-111.85461655899996
BE01405,ROSE PARK GOLF COURSE,1386 N REDWOOD RD,SALT LAKE,801-328-8375,Banquet / Event,FALSE,40.79942015000006,-111.93915457799994
RL00701,TASTE OF THAI (WEST JORDAN),3763 W CENTER PARK DR,SALT LAKE,801-280-0863,Restaurant,TRUE,40.61997299800004,-111.98036132799996
RE02248,FROM SCRATCH,62 E GALLIVAN AVE,SALT LAKE,801-538-5090,Restaurant,TRUE,40.76360656300005,-111.88914547399997
RL00898,KICK N IT SPORTS GRILL,250 W STATE,UTAH,,Restaurant,TRUE,40.40107517400003,-111.85349279499997
RL00132,FLYING M,614 N MAIN,GARFIELD,435-676-8008,Restaurant,TRUE,37.83227098100008,-112.43577009899997
CL00464,HOWDY'S HILLTOP TAVERN,5401 E HWY 40,UINTAH,435-722-2320,Bar / Club,TRUE,40.30187111200007,-109.85014682199994
AL00007,II VIAGGIO,SLC INTL AIRPORT TERMINAL 2,SALT LAKE,801-575-2609,Liquor Store / Manufacturer,TRUE,40.776818354000056,-111.97948729799998
RE01650,APPLEBEE'S (AMERICAN FORK),313 N W STATE RD,UTAH,801-216-8200,Restaurant,TRUE,40.38365843500003,-111.81508148099999
BC00118,BEN LOMOND SUITES HISTORIC HOTEL,2510 WASHINGTON BLVD,WEBER,801-627-1900,Other,FALSE,41.21998111900007,-111.97050355699997
RE02284,KIMI'S CHOP & OYSTER HOUSE/THE WIRED WALRUS,2155 S HIGHLAND DR,SALT LAKE,801-946-2079,Restaurant,TRUE,40.72399222000007,-111.85940657699996
RL00832,DINOSAUR BREWHAUS,540 E MAIN ST,UINTAH,435-781-0717,Restaurant,TRUE,40.45582354000004,-109.51830036299998
RL00849,FIREHOUSE PRESENTS BUBBAS B.B.Q.,565 E 2100 S,SALT LAKE,801-268-3374,Restaurant,TRUE,40.725478226000064,-111.87475008999996
RB00143,MI RANCHERITO (SPANISH FORK) #3,242 N MAIN,UTAH,801-798-3313,Restaurant,FALSE,40.112860685000044,-111.65473455299997
RL00408,NOODLES & COMPANY (LAYTON) #706,748 W ANTELOPE DR,DAVIS,801-525-2257,Restaurant,TRUE,41.089209190000076,-111.98025421099999
CL01221,COLLIES SPORTS BAR & GRILL,738 MAIN ST,SUMMIT,978-886-5158,Bar / Club,TRUE,40.64711960600005,-111.49789401799995
RL00924,LISA'S COUNTRY KITCHEN,735 S MAIN,JUAB,435-623-7900,Restaurant,TRUE,39.697770750000075,-111.83602535499995
RE01681,RED CLIFF,156 E MAIN,WAYNE,,Restaurant,TRUE,38.29899712100007,-111.41762693899994
RE01930,"LAS GLORIAS DRAPER, INC.",185 E 12300 S,SALT LAKE,801-727-0725,Restaurant,TRUE,40.52678885100005,-111.88524010499998
CL00229,BONGO,2965 HIGHLAND DR,SALT LAKE,801-466-1577,Bar / Club,TRUE,40.70640220000007,-111.85308719199998
RB00074,EASTSIDE DINER,4396 HARRISON BLVD,WEBER,801-621-2414,Restaurant,FALSE,41.18313921300006,-111.94909416099995
RL00145,ZION PONDEROSA RANCH RESORT,N FORK COUNTY RD,KANE,435-648-2700,Restaurant,TRUE,37.24222590000005,-112.67054738799999
RL00466,SIMPLY SUSHI (WEST JORDAN),7117 S REDWOOD RD,SALT LAKE,801-746-4445,Restaurant,TRUE,40.62207256500005,-111.93874525599995
CL01196,SQUATTER'S PUB BREWERY,147 W BROADWAY,SALT LAKE,801-328-2329,Bar / Club,TRUE,40.76275630600003,-111.89531559399995
RL00143,HO HO GOURMET,1504 S STATE,SALT LAKE,801-487-7700,Restaurant,TRUE,40.73664739600008,-111.88826377299995
RE00280,"JEREMIAH'S @ HIGH COUNTRY INN, OGDEN",1307 W 12TH ST,WEBER,801-394-3273,Restaurant,TRUE,41.24463303600004,-112.01193039299994
RB00252,WINGER'S (LEHI),380 N 850 E,UTAH,801-455-6138,Restaurant,FALSE,40.39193030100006,-111.83691891399997
RE00114,MILT'S STAGE STOP,HWY U14 (CEDAR CYN),IRON,435-583-9344,Restaurant,TRUE,CEDAR CYN CEDAR CITY UT 84720,NA
BC00026,DOUBLETREE SUITES,110 WEST 600 SOUTH,SALT LAKE,801-359-7800,Other,FALSE,40.75632826700007,-111.89490004299995
RE02068,CALIFORNIA PIZZA KITCHEN (OREM),575 E UNIVERSITY PKWY B28,UTAH,801-765-1777,Restaurant,TRUE,40.273557907000054,-111.68164955199995
CL00997,CENTER CIRCLE CLUB,9256 S STATE ST,SALT LAKE,312-664-8200,Bar / Club,TRUE,40.58408057200006,-111.89098689299999
RE02063,CARVER'S (SANDY),10720 S HOLIDAY PARK DR,SALT LAKE,801-572-5177,Restaurant,TRUE,40.556543341000065,-111.89561676199997
RB00125,LD'S CAFE,39 W MAIN,CACHE,435-258-5135,Restaurant,FALSE,41.92259302200006,-111.80976139599994
RB00175,ROBINTINO'S (BOUNTIFUL),1385 S 500 WEST,DAVIS,801-295-9502,Restaurant,FALSE,40.87618170800005,-111.89218411399997
RL00617,FUJI DRAGON,3701 WALL AVE,WEBER,801-779-3997,Restaurant,TRUE,41.196063038000034,-111.97948469799996
CL00895,GOOD SPIRITS,999 W 3300 S,SALT LAKE,801-263-0411,Bar / Club,TRUE,40.699392870000054,-111.91955080699995
CL01093,METRO BAR,615 W 100 S,SALT LAKE,801-347-2238,Bar / Club,TRUE,40.76713321400007,-111.90887030699997
CL00268,ELKS 2021 (MOAB),647 CERMACK,GRAND,435-259-7334,Bar / Club,TRUE,38.552297198000076,-109.52510666099994
RL00830,SAGEBRUSH GRILL,1345 S 350 W,SEVIER,435-527-4701,Restaurant,TRUE,38.74931819900007,-112.09081069999996
BE00594,BONNEVILLE GC,954 CONNER ST,SALT LAKE,801-521-7585,Banquet / Event,FALSE,40.74858298100003,-111.82925290699995
BC00115,HERITAGE CATERING,1835 CONVENTION CTR DR,WASHINGTON,435-986-6670,Other,FALSE,37.07551034900007,-113.58348607799996
RE02300,TONY PER NOI LLC,1588 STRATFORD AVE,SALT LAKE,801-486-3333,Restaurant,TRUE,40.715432633000034,-111.84511109799996
RE01156,LA FRONTERA (TOOELE),494 S MAIN,TOOELE,435-882-0000,Restaurant,TRUE,40.52101734100006,-112.29882551899999
RL00280,CANTON CITY RESTAURANT,281 N MAIN,WASATCH,435-654-3338,Restaurant,TRUE,40.51132989600006,-111.41344100899994
RE02045,GOOD KARMA RESTAURANT,1782 PROSPECTOR AVE,SUMMIT,435-658-0958,Restaurant,TRUE,40.66198749800003,-111.49833995099999
BE01702,FAT CATS,3739 S 900 E,SALT LAKE,801-685-2397,Banquet / Event,FALSE,40.69033017400005,-111.86548459199997
RE02120,LA FOUNTAIN RESTAURANT,9103 S VILLAGE SHOP DR,SALT LAKE,801-727-7893,Restaurant,TRUE,40.58561505800003,-111.86308217399994
RB00095,HECTOR'S MIRAMAR,342 W 1300 S,SALT LAKE,801-484-5737,Restaurant,FALSE,40.74161256200006,-111.90125987699997
RL00688,EPIC BREWING COMPANY,825 S STATE ST,SALT LAKE,801-906-0123,Restaurant,TRUE,40.75116028300005,-111.88819491499999
RE01714,MAZZA,912 E 900 S,SALT LAKE,801-521-4572,Restaurant,TRUE,40.74976332700004,-111.86489468999997
RE01754,WINDY RIDGE CAFE,1250 IRONHORSE DR,SUMMIT,435-647-0880,Restaurant,TRUE,40.659357991000036,-111.50172765999997
BC00185,HYATT PLACE SLC AIRPORT,52 N TOMMY THOMPSON DR,SALT LAKE,801-363-1400,Other,FALSE,40.77064767300004,-112.00242867699995
RE01345,CHILI'S (WEST VALLEY -DECKER LK) #921,3403 DECKER LAKE DR,SALT LAKE,801-908-6006,Restaurant,TRUE,40.69852981100007,-111.94714449999998
RE02308,RED LOBSTER (OREM),1261 S 800 E,UTAH,801-724-3500,Restaurant,TRUE,40.27395198800008,-111.67604485299995
RL00590,ATLANTIC CAFE MARKET,325 S MAIN,SALT LAKE,801-524-9900,Restaurant,TRUE,40.76219063900004,-111.89094472
CL00088,KOKOMO CLUB,216 25TH ST,WEBER,801-621-9991,Bar / Club,TRUE,41.22075775700006,-111.97546067299999
RL00895,CAPUTO'S HOLLADAY,4670 S 2300 E,SALT LAKE,801-272-0821,Restaurant,TRUE,40.66936906900003,-111.82463264599994
CL01003,BLUES AT THE DEPOT,400 W S TEMPLE,SALT LAKE,801-355-5522,Bar / Club,TRUE,40.76943960800003,-111.90175653199998
RL00074,BLEU BISTRO,1615 S FOOTHILL DR STE 9,SALT LAKE,801-583-8331,Restaurant,TRUE,40.73424805500008,-111.82085081499997
CL00158,VFW 7398 (MAGNA),9057 W 2700 SOUTH,SALT LAKE,801-250-7323,Bar / Club,TRUE,40.710952561000056,-112.10756056499997
CL00009,AMERICAN LEGION  71 (SOUTH SALT LAKE),3419 S W TEMPLE,SALT LAKE,801-467-4711,Bar / Club,TRUE,40.69702032200007,-111.89396438999995
RE01904,RED IGUANA 2,866 W S TEMPLE,SALT LAKE,801-322-1489,Restaurant,TRUE,40.76945851800008,-111.91614005299999
BE02472,SNO CAP LANES OF EPHRAIM,605 S MAIN,SANPETE,435-283-4522,Banquet / Event,FALSE,39.34856654400005,-111.58904330599995
RL00476,ESTE PIZZERIA,156 E 200 S,SALT LAKE,801-363-2366,Restaurant,TRUE,40.764979984000036,-111.88628371599998
BE02184,PEERY'S EGYPTIAN THEATER,2415 WASHINGTON BLVD,WEBER,801-689-8600,Banquet / Event,FALSE,41.222343281000065,-111.97051927199999
CL01188,SANDY STATION,8925 HARRISON ST,SALT LAKE,801-255-2078,Bar / Club,TRUE,40.588739248000024,-111.89920381499996
CL01277,LODGE BISTRO LOUNGE,9260 E LODGE DR,SALT LAKE,801-933-2145,Bar / Club,TRUE,40.55808643200004,-111.82957591799999
CL01099,LITTLE B'S,65 S VERNAL AVE,UINTAH,435-789-9963,Bar / Club,TRUE,40.45476064200005,-109.52850386099999
RE02013,SUNNY'S BISTRO,2333 W N TEMPLE,SALT LAKE,801-746-1688,Restaurant,TRUE,40.77146348900004,-111.95698037799997
RE02316,DS FOOD,4861 S STATE,SALT LAKE,801-266-2600,Restaurant,TRUE,40.66572075700003,-111.88827097499995
BE02516,FOX HOLLOW GOLF CLUB,1400 N 200 E,UTAH,801-368-3610,Banquet / Event,FALSE,40.40449344800004,-111.79032965399995
TV00216,THE DOG HOUSE TAVERN,198 S 100 E,KANE,435-644-3636,Bar / Club,TRUE,37.044950683000025,-112.52640463399996
RE02022,SLATE @ PROVO MARRIOTT,101 W 100 N,UTAH,801-370-3557,Restaurant,TRUE,40.23509757200003,-111.66062673999994
RB00076,EL BAMBI CAFE,935 N MAIN,BEAVER,435-438-2983,Restaurant,FALSE,38.28697888000005,-112.64140135599996
RL00556,AROMA INDIAN CUISINE,715 E 12300 S,SALT LAKE,801-867-7222,Restaurant,TRUE,40.526988465000045,-111.87080006799994
BE01755,SNOWBASIN DAY LODGE,3295 E SNOWBASIN RD,WEBER,801-606-7524,Banquet / Event,FALSE,41.23283219100006,-111.82248838099997
RB00286,MARISCOS NOCHE FRESCA,4059 W 5415 S,SALT LAKE,801-664-5929,Restaurant,FALSE,40.652754394000056,-111.98812812199998
CL01087,ONE,180 W 400 S,SALT LAKE,,Bar / Club,TRUE,40.76069772000005,-111.89626088699998
CL00609,MARKET STREET OYSTER BAR - COTTONWOOD,2985 E COTTONWOOD PARKWAY,SALT LAKE,801-322-2020,Bar / Club,TRUE,40.63190833300007,-111.80755592899999
RL00864,ROYAL THAI CUISINE,568 W TELEGRAPH ST,WASHINGTON,435-251-9393,Restaurant,TRUE,37.12885227800007,-113.51907909899995
CL00055,EAGLES 3823 (TREMONTON),340 W MAIN,BOX ELDER,435-257-7511,Bar / Club,TRUE,41.71166783600006,-112.17079202999997
BE02077,OQUIRRH HILLS GOLF COURSE,1255 E VINE ST,TOOELE,435-882-4220,Banquet / Event,FALSE,40.53184283300004,-112.27235675299994
RE00653,GRAPPA,151 MAIN,SUMMIT,435-645-0636,Restaurant,TRUE,40.64071752800004,-111.49427239699997
RL00665,MICHELANGELO'S ON MAIN,132 S MAIN ST,SALT LAKE,801-532-0500,Restaurant,TRUE,40.76648769900004,-111.89119732999995
CL01197,WASATCH BREW PUB & BREWERY,250 MAIN ST,SUMMIT,435-649-0900,Bar / Club,TRUE,40.641726927000036,-111.49474137499999
RE02073,IGGY'S SPORTS GRILL (ST GEORGE),148 S 1470 E,WASHINGTON,435-673-3344,Restaurant,TRUE,37.10572893900007,-113.55280196599995
CL00034,COWBOY CLUB,31 E MAIN,CARBON,435-637-4223,Bar / Club,TRUE,39.54243855200008,-110.73521020799996
BE00477,BARN GOLF CLUB,305 W PLEASANT VIEW DR,WEBER,801-782-7320,Banquet / Event,FALSE,41.313076272000046,-111.98335610799995
RE02164,HYATT PLACE / COTTONWOOD,3090 E 6200 S,SALT LAKE,801-890-1280,Restaurant,TRUE,40.63818725400006,-111.81082621599995
RE02294,BANDIT'S AMERICAN GRILL,3176 E 6200 S,SALT LAKE,,Restaurant,TRUE,40.63817748300005,-111.81067639499997
RE01859,SPOTTED DOG CAFE,428 ZION PARK BLVD,WASHINGTON,435-772-0700,Restaurant,TRUE,37.19465859300004,-112.99301308899999
RE00774,JOE BANDIDOS MEXICAN RESTAURANT,1435 N MAIN,UTAH,801-491-9347,Restaurant,TRUE,40.18583354000003,-111.61068627599997
RE02249,LA FOUNTAIN MEXICAN RESTAURANT,209 W 200 S,SALT LAKE,801-883-9255,Restaurant,TRUE,40.76497268500003,-111.89733020499995
RE02067,CALIFORNIA PIZZA KITCHEN (MURRAY),6227 S STATE ST SPACE,SALT LAKE,801-290-1124,Restaurant,TRUE,40.63545294700003,-111.88924678299998
RE01354,DESERT BISTRO,36 S 100 W,GRAND,435-259-0756,Restaurant,TRUE,38.572660893000034,-109.55274552299994
RL00088,BONSAI JAPANESE STEAKHOUSE,875 E 9400 SOUTH,SALT LAKE,801-352-9288,Restaurant,TRUE,40.580623349000064,-111.86688564499997
RL00562,KOI JAPANESE CUISINE & SUSHI BAR,466 N 900 W,UTAH,801-763-1388,Restaurant,TRUE,40.38778074000004,-111.82151782399995
RE02189,MIMIS CAFE' (SANDY) #65,10470 S STATE ST,SALT LAKE,801-572-5451,Restaurant,TRUE,40.561540782000066,-111.89096129399996
BE02523,4TH STREET SOFTBALL PARK,502 WALL AVE,WEBER,801-629-8259,Banquet / Event,FALSE,41.25548010800003,-111.97793760499997
CL01225,ROCK & REILLY'S,427 MAIN ST,SUMMIT,435-655-2926,Bar / Club,TRUE,40.64370424200007,-111.49591900699994
RL00573,MIDORI SUSHI,5698 S 1900 W,WEBER,714-914-3532,Restaurant,TRUE,41.15975019600006,-112.02599399199994
RE01045,LEFTY'S HIDEOUT,2107 N MAIN,IRON,435-586-4741,Restaurant,TRUE,37.552195925000035,-113.17502657999995
RE01461,ERNESTO'S,929 W SUNSET BLVD,WASHINGTON,435-674-2767,Restaurant,TRUE,37.12477385300048,-113.60297461999971
CL00703,OUTFITTERS,3380 E RANCH CLUB TRAIL,SUMMIT,435-333-4219,Bar / Club,TRUE,40.74345930100003,-111.45708100599995
CL01007,TIMPANOGOS TAVERN,1320 S DANIEL RD,WASATCH,435-654-0882,Bar / Club,TRUE,40.49090015100006,-111.41455638799994
RE01779,RIVER WALK GRILL,4210 S BLUEGRASS WAY,WASHINGTON,435-773-4111,Restaurant,TRUE,37.034164221000026,-113.61550631999995
RL00669,JB'S OF PRICE,111 N 800 W,CARBON,435-637-1840,Restaurant,TRUE,39.588065492000055,-110.81998788899995
BE02566,SPARETIME LANES,5160 S 1900 WEST,WEBER,801-825-1621,Banquet / Event,FALSE,41.16979002800008,-112.02599399199994
RB00132,LOS MACHETES 2,7718 MAIN ST,SALT LAKE,801-569-1094,Restaurant,FALSE,40.61087919000005,-111.91031642099995
RE02311,MOUNTAIN GRILL @ YARROW HOTEL,1800 PARK AVE,SUMMIT,435-649-7000,Restaurant,TRUE,40.65967256400006,-111.50865863499996
RE01405,MELTING POT,340 S MAIN,SALT LAKE,801-521-6358,Restaurant,TRUE,40.76190992000005,-111.89123693899995
CL00573,"MADISON, THE",295 W CTR ST,UTAH,801-756-9666,Bar / Club,TRUE,40.233653236000066,-111.66367049799999
RE02211,TABLE ONE,201 HEBER AVE,SUMMIT,425-658-2500,Restaurant,TRUE,40.64627844000006,-111.49661728999996
RE02005,LA COSTA RESTAURANT (AMERICAN FORK),852 E STATE RD,UTAH,801-553-1505,Restaurant,TRUE,40.371363588000065,-111.77460642999995
RE02023,ALLIE'S AMERICAN GRILL @ UNIVERSITY PARK MARRIOTT,480 WAKARA WAY,SALT LAKE,801-581-1000,Restaurant,TRUE,40.75839315600007,-111.82970163299996
RE01549,MICHELANGELO'S,3005 S HIGHLAND DR,SALT LAKE,801-466-0961,Restaurant,TRUE,40.705874711000035,-111.85286500399997
RL00191,NOODLES & COMPANY (COTTONWOOD HEIGHTS) #703,6901 S 1300 E,SALT LAKE,801-565-7256,Restaurant,TRUE,40.625997993000055,-111.85477401099996
BE01233,OLD MILL GC CLUBHOUSE,6080 S WASATCH BLVD,SALT LAKE,385-468-1431,Banquet / Event,FALSE,40.63741278400005,-111.79823512099995
RL00265,CACTUS ROOM,771 W HWY 9,WASHINGTON,435-635-7872,Restaurant,TRUE,37.20440344000008,-113.20221446199997
CL00429,BENT NOTE GASTROPUB,22 E 200 S,DAVIS,801-773-9385,Bar / Club,TRUE,41.11081328600005,-112.02567254799999
BC00103,HYATT SUMMERFIELD SUITES,9685 S MONROE,SALT LAKE,801-304-5700,Other,FALSE,40.573215176000076,-111.89891724999995
CL01240,BOUT TIME PUB & GRUB (PARK CITY),6400 N HWY 224,SUMMIT,,Bar / Club,TRUE,40.72369274600004,-111.54466139299996
BE00835,BONWOOD BOWL & TROPHY ROOM LOUNGE,2500 S MAIN,SALT LAKE,801-487-7758,Banquet / Event,FALSE,40.716000708000024,-111.89117701999999
RL00560,IT'S TOFU,6949 S 1300 E,SALT LAKE,801-566-9103,Restaurant,TRUE,40.625356526000076,-111.85492982099998
RL00572,NEW AKASAKA RESTAURANT,3011 E 3300 S,SALT LAKE,801-485-5257,Restaurant,TRUE,40.69989129700008,-111.80742010899996
RE01111,DAVID'S KITCHEN,45 W 3300 S,SALT LAKE,801-463-0888,Restaurant,TRUE,40.69982843300005,-111.88952003899999
CL01102,CEDAR SPRINGS MARINA,2685 N CEDAR SPIRNGS RD,DAGGETT,435-889-3795,Bar / Club,TRUE,40.88975808200007,-109.47475673799994
RL00786,JIM'S FAMILY RESTAURANT,1728 W PARK AVE,SALT LAKE,801-446-7670,Restaurant,TRUE,40.51895706100004,-111.94011327599998
RE01464,EDGE STEAKHOUSE AND DRAFTS @ WESTGATE RESORT,3000 CANYONS RESORT DR,SUMMIT,435-615-7530,Restaurant,TRUE,40.68480383000008,-111.55438578699994
RL00393,THAI HOUSE RESTAURANT,297 N MAIN,TOOELE,435-882-7579,Restaurant,TRUE,40.53636132200006,-112.29848103599994
